current,1239,multiple
wednesday,1921,multiple
corp.,1839,multiple
do,2646,multiple
regulators,381,multiple
bankers,198,multiple
regulation,195,multiple
foreign,1986,multiple
draft,142,multiple
consumer,779,multiple
providers,207,multiple
site,374,multiple
security,572,multiple
treasury,139,multiple
n't,2250,multiple
according,758,multiple
including,1345,multiple
without,701,multiple
inc.,1420,multiple
address,157,multiple
very,2148,multiple
week,2132,multiple
approach,264,multiple
senate,242,multiple
're,1177,multiple
phone,620,multiple
own,1050,multiple
union,815,multiple
any,2241,multiple
number,1026,multiple
issues,797,multiple
tuesday,1874,multiple
public,1047,multiple
what,1949,multiple
electronic,379,multiple
groups,634,multiple
example,258,multiple
his,3596,multiple
reserve,174,multiple
first,3737,multiple
office,791,multiple
bills,152,multiple
currency,460,multiple
expected,3322,multiple
next,2336,multiple
standards,290,multiple
legislators,69,multiple
fees,200,multiple
into,3261,multiple
told,2924,multiple
billion,6188,multiple
unions,179,multiple
hearing,165,multiple
few,819,multiple
global,746,multiple
net,1105,multiple
firm,1141,multiple
before,2088,multiple
another,1584,multiple
states,1745,multiple
leach,47,multiple
introduced,254,multiple
keys,44,multiple
exchange,1394,multiple
several,894,multiple
world,2400,multiple
you,1590,multiple
mixing,39,multiple
secretary,337,multiple
using,505,multiple
likely,1241,multiple
202-898-8312,30,AaronPressman
much,1668,multiple
well,1505,multiple
restrictions,165,multiple
opposed,160,multiple
privacy,68,multiple
down,2050,multiple
domains,30,AaronPressman
cftc,30,AaronPressman
case,634,multiple
private,516,multiple
problem,723,multiple
limits,108,multiple
congressional,80,multiple
largest,1310,multiple
addresses,42,multiple
trading,1770,multiple
month,1479,multiple
those,1267,multiple
years,3199,multiple
corp,1735,multiple
vice,500,multiple
local,1543,multiple
derivatives,117,multiple
does,885,multiple
even,1158,multiple
lawmakers,116,multiple
activity,273,multiple
non-financial,29,multiple
limited,293,multiple
top-level,38,multiple
authority,201,multiple
executive,1958,multiple
just,1581,multiple
similiar,26,AaronPressman
did,1381,multiple
top,1058,multiple
way,1051,multiple
end,1820,multiple
debate,213,multiple
businesses,837,multiple
card,214,multiple
existing,504,multiple
both,1542,multiple
america,814,multiple
earlier,1257,multiple
vote,412,multiple
where,1505,multiple
since,2084,multiple
greenspan,52,multiple
need,835,multiple
others,545,multiple
used,838,multiple
computers,476,multiple
american,899,multiple
state,1965,multiple
institutions,311,multiple
strong,1467,multiple
subcommittee,44,multiple
decision,917,multiple
letter,212,multiple
come,950,multiple
put,938,multiple
although,864,multiple
our,2359,multiple
trade,1681,multiple
activities,320,multiple
meeting,1134,multiple
take,1678,multiple
features,170,multiple
amendment,35,multiple
supreme,91,multiple
countries,668,multiple
amp,2370,multiple
months,1716,multiple
around,1944,multiple
through,1689,multiple
users,400,multiple
solutions,69,multiple
sites,192,multiple
might,870,multiple
because,1990,multiple
password,24,multiple
25,660,multiple
sector,1087,multiple
domain,25,multiple
within,623,multiple
2000,331,multiple
d'amato,24,multiple
agencies,103,multiple
telephone,814,multiple
atms,27,multiple
friday,1724,multiple
glass-steagall,23,AaronPressman
revenue,695,multiple
board,866,multiple
futures,220,multiple
problems,741,multiple
think,1737,multiple
made,1711,multiple
comment,819,multiple
being,1361,multiple
action,524,multiple
provide,554,multiple
lines,414,multiple
move,1142,multiple
found,377,multiple
control,722,multiple
growth,2107,multiple
underwriting,88,multiple
william,154,multiple
controversial,140,multiple
continue,957,multiple
section,75,multiple
commodity,96,multiple
must,797,multiple
major,1822,multiple
instead,356,multiple
study,243,multiple
robert,290,multiple
so,1843,multiple
enforcement,45,multiple
go,954,multiple
advocates,68,multiple
include,627,multiple
growing,639,multiple
20,1227,multiple
big,1533,multiple
general,1163,multiple
disputes,143,multiple
name,368,multiple
make,1853,multiple
among,924,multiple
three,2354,multiple
until,984,multiple
same,965,multiple
get,1264,multiple
pay,1042,multiple
systems,786,multiple
between,1931,multiple
programs,99,multiple
unreadable,23,multiple
10,1491,multiple
combine,81,multiple
see,1449,multiple
these,1210,multiple
numbers,305,multiple
barriers,85,multiple
registration,47,multiple
working,488,multiple
representatives,150,multiple
better,838,multiple
able,650,multiple
called,806,multiple
spokesman,1171,multiple
past,898,multiple
different,359,multiple
keep,638,multiple
set,1382,multiple
long,1156,multiple
announced,1152,multiple
've,587,multiple
small,735,multiple
argued,113,multiple
urged,190,multiple
combinations,28,multiple
level,709,multiple
survey,225,multiple
john,630,multiple
warned,421,multiple
change,749,multiple
counsel,54,multiple
them,1570,multiple
agency,463,multiple
potential,735,multiple
thursday,1791,multiple
making,678,multiple
going,1450,multiple
render,29,multiple
cyberspace,34,multiple
available,572,multiple
impose,85,multiple
needs,414,multiple
say,1625,multiple
property,463,multiple
interest,1137,multiple
competition,894,multiple
heath,24,multiple
whether,913,multiple
democrat,81,multiple
almost,503,multiple
proposed,460,multiple
passed,138,multiple
against,1664,multiple
important,517,multiple
traffic,217,multiple
second,1455,multiple
how,1074,multiple
real,591,multiple
known,502,multiple
support,672,multiple
rep.,29,multiple
permitted,50,multiple
quarter,2536,multiple
loans,490,multiple
comptroller,17,AaronPressman
order,527,multiple
courts,104,multiple
reinsch,17,AaronPressman
justice,223,multiple
currently,646,multiple
surcharge,73,multiple
considering,233,multiple
sales,3191,multiple
goodlatte,17,AaronPressman
savings,373,multiple
dunn,30,multiple
based,980,multiple
sen.,34,multiple
management,1221,multiple
foundation,85,multiple
research,652,multiple
free,449,multiple
here,547,multiple
scramble,35,multiple
measure,170,multiple
want,908,multiple
markets,2040,multiple
possible,809,multiple
further,1056,multiple
effect,392,multiple
crack,71,multiple
intellectual,45,multiple
policies,299,multiple
forward,330,multiple
plans,1728,multiple
member,296,multiple
microsoft,969,multiple
legal,514,multiple
efforts,312,multiple
senior,729,multiple
economic,1144,multiple
trust,272,multiple
1997,2093,multiple
speech,198,multiple
protect,141,multiple
value,991,multiple
100,698,multiple
chief,2211,multiple
regulations,132,multiple
representative,135,multiple
january,706,multiple
march,974,multiple
increase,1192,multiple
add,264,multiple
each,791,multiple
got,454,multiple
e-mail,40,multiple
create,452,multiple
encoding,18,multiple
industries,351,multiple
compete,249,multiple
judiciary,30,multiple
however,1065,multiple
capital,1405,multiple
place,648,multiple
difficult,432,multiple
continued,513,multiple
areas,596,multiple
process,554,multiple
getting,385,multiple
monday,1772,multiple
soon,490,multiple
customers,1238,multiple
endorsed,32,multiple
money,1045,multiple
interests,358,multiple
subsidiaries,77,multiple
so-called,240,multiple
final,530,multiple
tax,702,multiple
guidelines,55,multiple
issued,372,multiple
proposals,276,multiple
risk,298,multiple
agree,183,multiple
us,1407,multiple
previous,427,multiple
nation,506,multiple
work,971,multiple
common,260,multiple
favour,170,multiple
smaller,358,multiple
force,466,multiple
programmes,205,multiple
require,145,multiple
telecommunications,647,multiple
measures,282,multiple
united,1958,multiple
caucus,24,multiple
mail,132,multiple
staffer,14,AaronPressman
consensus,186,multiple
jim,101,multiple
roukema,14,AaronPressman
criminals,41,multiple
oppose,66,multiple
position,663,multiple
netscape,284,multiple
decode,19,multiple
atm,47,multiple
everything,181,multiple
right,694,multiple
approved,305,multiple
alliance,441,multiple
ahead,754,multiple
then,895,multiple
senators,26,multiple
options,340,multiple
involved,421,multiple
concerns,368,multiple
decided,309,multiple
central,976,multiple
wrote,157,multiple
staff,332,multiple
demand,874,multiple
project,497,multiple
mci,813,multiple
moving,272,multiple
sun,410,multiple
hours,278,multiple
back,1364,multiple
1996,2611,multiple
area,571,multiple
http,28,multiple
part,1212,multiple
little,840,multiple
separating,24,multiple
iowa,33,multiple
limit,159,multiple
cap,67,multiple
1,1116,multiple
machines,334,multiple
experts,281,multiple
risks,104,multiple
product,828,multiple
fee,157,multiple
surcharges,25,multiple
yet,617,multiple
early,1298,multiple
cost,1080,multiple
legislative,146,multiple
needed,475,multiple
council,336,multiple
hawke,15,multiple
governing,87,multiple
released,339,multiple
lower,1036,multiple
studies,87,multiple
instruments,84,multiple
stock,3385,multiple
took,612,multiple
every,475,multiple
record,799,multiple
jackson,94,multiple
noted,409,multiple
virginia,42,multiple
science,79,multiple
run,567,multiple
increased,535,multiple
usage,68,multiple
recently,581,multiple
development,891,multiple
york,921,multiple
less,842,multiple
calls,386,multiple
wide,217,multiple
coalition,219,multiple
burns,63,multiple
messages,36,multiple
white,188,multiple
testimony,40,multiple
investment,1776,multiple
regulator,119,multiple
become,804,multiple
once,534,multiple
stronger,265,multiple
terrorists,17,multiple
letters,56,multiple
relax,29,multiple
along,421,multiple
controls,257,multiple
fund,865,multiple
funds,793,multiple
revenues,985,multiple
social,386,multiple
february,545,multiple
trademark,33,multiple
charges,526,multiple
t,815,multiple
ncua,12,AaronPressman
street,625,multiple
1974,23,multiple
whose,431,multiple
price,2208,multiple
adopted,83,multiple
my,372,multiple
came,579,multiple
too,826,multiple
recent,1293,multiple
changes,571,multiple
civil,388,multiple
four,1247,multiple
asked,679,multiple
district,132,multiple
taken,557,multiple
inc,983,multiple
april,571,multiple
seen,1006,multiple
often,239,multiple
great,430,multiple
lot,733,multiple
economy,648,multiple
remain,541,multiple
times,539,multiple
favor,50,multiple
senator,29,multiple
later,629,multiple
paul,183,multiple
regulatory,329,multiple
total,1298,multiple
during,919,multiple
component,78,multiple
enacted,29,multiple
codes,28,multiple
hear,69,multiple
statement,1046,multiple
deposit,270,multiple
costs,1229,multiple
transactions,180,multiple
stored,44,multiple
drive,271,multiple
conference,773,multiple
agreed,789,multiple
task,118,multiple
unveiled,196,multiple
interview,955,multiple
reuters,1750,multiple
having,389,multiple
seven,588,multiple
met,251,multiple
expand,365,multiple
organisation,250,multiple
leading,552,multiple
weeks,656,multiple
dramatically,82,multiple
relations,371,multiple
volcker,11,AaronPressman
off,1443,multiple
ruling,278,multiple
long-distance,365,multiple
losses,660,multiple
reduce,283,multiple
faircloth,10,AaronPressman
concern,357,multiple
required,205,multiple
never,318,multiple
investors,1548,multiple
gonzalez,25,multiple
paid,415,multiple
additional,262,multiple
day,968,multiple
speed,143,multiple
look,569,multiple
offer,1436,multiple
head,636,multiple
average,643,multiple
ability,210,multiple
home,888,multiple
staffers,13,multiple
democracy,342,multiple
post,350,multiple
previously,325,multiple
offered,303,multiple
large,769,multiple
basket,117,multiple
looking,733,multiple
cards,152,multiple
began,414,multiple
ludwig,10,AaronPressman
raise,500,multiple
'll,320,multiple
opponents,80,multiple
raised,511,multiple
substantial,197,multiple
designed,198,multiple
avoid,172,multiple
ago,1023,multiple
future,1262,multiple
charged,155,multiple
protecting,44,multiple
considered,275,multiple
good,1304,multiple
bond,200,multiple
1933,11,multiple
deal,2334,multiple
effort,231,multiple
ready,211,multiple
helps,54,multiple
com,12,multiple
agents,117,multiple
registered,86,multiple
oversee,35,multiple
generally,186,multiple
notice,70,multiple
comments,293,multiple
included,381,multiple
attempt,215,multiple
strongly,144,multiple
overhaul,72,multiple
meet,524,multiple
co.,629,multiple
poll,98,multiple
harris,74,multiple
imposed,110,multiple
single,295,multiple
rule,540,multiple
accounting,278,multiple
1994,533,multiple
bankruptcy,147,multiple
capitol,17,multiple
charging,31,multiple
north,898,multiple
carolina,41,multiple
focus,486,multiple
always,247,multiple
texas,117,multiple
beginning,255,multiple
clear,555,multiple
declined,999,multiple
despite,778,multiple
step,390,multiple
appeared,265,multiple
thousands,178,multiple
mark,291,multiple
1995,1774,multiple
networks,452,multiple
late,956,multiple
setting,197,multiple
solution,111,multiple
page,47,multiple
sending,94,multiple
amount,338,multiple
trying,477,multiple
domestic,955,multiple
press,306,multiple
sen,9,AaronPressman
washington,576,multiple
behind,453,multiple
question,368,multiple
paper,246,multiple
related,211,multiple
marge,9,AaronPressman
greater,263,multiple
various,156,multiple
six,1081,multiple
country,998,multiple
hoped,261,multiple
rates,980,multiple
critical,158,multiple
bob,121,multiple
david,507,multiple
governments,155,multiple
try,291,multiple
mortgage,149,multiple
nature,94,multiple
unless,158,multiple
sybase,25,multiple
october,623,multiple
news,1907,multiple
provision,142,multiple
develop,384,multiple
bonds,145,multiple
lending,174,multiple
august,429,multiple
today,442,multiple
hope,317,multiple
reporters,598,multiple
thing,272,multiple
certain,266,multiple
kinds,30,multiple
she,1087,multiple
pledged,106,multiple
charter,72,multiple
telage,9,AaronPressman
hackers,13,multiple
eckert,9,AaronPressman
powerful,238,multiple
register,30,multiple
containing,30,multiple
compromise,71,multiple
june,944,multiple
lobbyists,15,multiple
mutual,383,multiple
boost,593,multiple
generation,185,multiple
significant,484,multiple
fraud,107,multiple
selling,514,multiple
judge,218,multiple
sec,27,multiple
approaches,54,multiple
concerned,251,multiple
addressed,39,multiple
investments,354,multiple
enough,436,multiple
executives,677,multiple
directly,182,multiple
quite,339,multiple
understand,114,multiple
appropriate,99,multiple
former,927,multiple
away,506,multiple
digital,511,multiple
capacity,504,multiple
technical,180,multiple
across,458,multiple
says,503,multiple
california,163,multiple
high,1331,multiple
entire,167,multiple
best,529,multiple
popular,251,multiple
begin,302,multiple
rather,478,multiple
holding,375,multiple
message,89,multiple
broad,141,multiple
abroad,220,multiple
regulated,57,multiple
competitors,251,multiple
leahy,15,multiple
beyond,209,multiple
special,477,multiple
opposition,334,multiple
findings,73,multiple
debt,836,multiple
grow,354,multiple
disappointed,140,multiple
allows,145,multiple
full,699,multiple
3,269,multiple
centre,383,multiple
analysts,4810,multiple
31,367,multiple
increasingly,267,multiple
includes,283,multiple
code,88,multiple
non-profit,19,multiple
defence,607,multiple
tom,50,multiple
sent,243,multiple
asking,95,multiple
permission,88,multiple
mierzwinski,8,AaronPressman
40,552,multiple
derivative,18,multiple
challenge,197,multiple
merger,1190,multiple
reach,351,multiple
longer,308,multiple
subsidiary,228,multiple
actions,171,multiple
eliminate,90,multiple
eliminating,34,multiple
28,211,multiple
reforms,332,multiple
operating,1172,multiple
horn,20,multiple
war,615,multiple
backed,130,multiple
adult,16,multiple
maintained,106,multiple
immediately,263,multiple
recommended,80,multiple
strict,71,multiple
protection,162,multiple
voted,102,multiple
jurisdiction,27,multiple
pressure,539,multiple
percentage,179,multiple
"1,000",136,multiple
owned,480,multiple
fields,89,multiple
outlined,63,multiple
contain,61,multiple
playing,112,multiple
suggest,78,multiple
wall,559,multiple
praised,41,multiple
membership,112,multiple
litan,8,AaronPressman
fcc,461,multiple
selwyn,8,AaronPressman
dryden,8,AaronPressman
hill,95,multiple
properly,48,multiple
direction,110,multiple
affect,182,multiple
apply,86,multiple
corporate,794,multiple
power,911,multiple
henry,52,multiple
discrimination,11,multiple
filed,197,multiple
primary,126,multiple
jan.,84,multiple
columbia,67,multiple
five,1211,multiple
host,75,multiple
technologies,203,multiple
hold,440,multiple
user,61,multiple
pages,54,multiple
sponsored,37,multiple
rate,958,multiple
live,144,multiple
school,103,multiple
microsystems,93,multiple
reports,447,multiple
created,233,multiple
montana,9,multiple
marketplace,106,multiple
larry,43,multiple
air,906,multiple
voters,53,multiple
85,99,multiple
planning,244,multiple
co-chairman,34,multiple
rick,32,multiple
send,141,multiple
interested,288,multiple
seiger,7,AaronPressman
center,88,multiple
side,367,multiple
jersey,34,multiple
rep,7,AaronPressman
chase,26,multiple
portion,85,multiple
seems,190,multiple
latest,557,multiple
accounts,285,multiple
given,578,multiple
goal,208,multiple
loan,253,multiple
prevent,169,multiple
decisions,153,multiple
third,1041,multiple
period,763,multiple
incorporate,20,multiple
catch,51,multiple
obtained,81,multiple
sides,300,multiple
grown,102,multiple
running,296,multiple
seeking,364,multiple
spokeswoman,353,multiple
300,421,multiple
worldwide,374,multiple
received,352,multiple
database,87,multiple
parenty,7,AaronPressman
nothing,271,multiple
non-customers,7,AaronPressman
teller,20,multiple
plus,230,multiple
decide,198,multiple
don,37,multiple
smart,62,multiple
currencies,55,multiple
lawyers,229,multiple
perhaps,130,multiple
far,981,multiple
participants,66,multiple
help,890,multiple
framework,62,multiple
alex,68,multiple
brown,243,multiple
petrou,7,AaronPressman
decade,157,multiple
larocco,7,AaronPressman
lobbyist,10,multiple
earn,117,multiple
firewalls,8,multiple
criticism,174,multiple
dealing,120,multiple
5,282,multiple
millions,189,multiple
assessment,43,multiple
7,192,multiple
assigned,18,multiple
arbitration,29,multiple
trademarked,7,AaronPressman
donald,54,multiple
pretty,239,multiple
herndon,7,AaronPressman
miller,80,multiple
lack,272,multiple
encrypted,10,multiple
conflicting,25,multiple
libertarians,7,AaronPressman
led,525,multiple
momentum,121,multiple
wrong,121,multiple
view,372,multiple
unlimited,80,multiple
benefit,309,multiple
thrifts,15,multiple
cryptography,15,multiple
eventually,190,multiple
field,173,multiple
review,373,multiple
non-bank,57,multiple
schools,73,multiple
institute,97,multiple
taxation,31,multiple
attorney,180,multiple
magaziner,11,multiple
bell,294,multiple
protected,54,multiple
complex,161,multiple
charge,560,multiple
gramm,6,AaronPressman
engage,30,multiple
aaron,7,multiple
alan,66,multiple
illinois,35,multiple
rights,1011,multiple
15,775,multiple
employees,396,multiple
democratic,344,multiple
programme,435,multiple
infrastructure,196,multiple
together,385,multiple
nsf,7,multiple
equipment,399,multiple
exchanges,147,multiple
hopes,308,multiple
japan,969,multiple
sound,113,multiple
open,850,multiple
priority,121,multiple
basic,283,multiple
payments,279,multiple
standard,303,multiple
delay,142,multiple
30,1266,multiple
conrad,20,multiple
james,264,multiple
opposes,28,multiple
moves,226,multiple
posted,369,multiple
give,867,multiple
personal,591,multiple
answer,68,multiple
type,122,multiple
done,443,multiple
depression-era,8,multiple
ordinary,80,multiple
richard,243,multiple
baker,79,multiple
contained,50,multiple
oversight,42,multiple
eight,532,multiple
suggested,203,multiple
least,813,multiple
initially,161,multiple
equity,364,multiple
reported,1221,multiple
oversees,24,multiple
safety,155,multiple
days,816,multiple
changed,201,multiple
hands,245,multiple
argue,81,multiple
consideration,77,multiple
criminal,144,multiple
critics,140,multiple
berman,7,multiple
alfonse,6,AaronPressman
spend,247,multiple
december,867,multiple
exported,74,multiple
feature,87,multiple
gaining,116,multiple
form,282,multiple
quickly,325,multiple
hard,405,multiple
kind,215,multiple
something,362,multiple
sell,856,multiple
rise,1153,multiple
visa,37,multiple
27,198,multiple
imposing,24,multiple
higher,1182,multiple
benefits,310,multiple
fraudulent,14,multiple
probably,542,multiple
widespread,125,multiple
transaction,379,multiple
clearly,279,multiple
original,217,multiple
prohibits,28,multiple
ca,301,multiple
managing,391,multiple
taking,574,multiple
held,726,multiple
range,536,multiple
katzen,6,AaronPressman
budget,470,multiple
subject,181,multiple
scheduled,366,multiple
coordinate,16,multiple
starting,194,multiple
mediation,16,multiple
legitimate,25,multiple
claim,148,multiple
factor,208,multiple
vast,109,multiple
majority,332,multiple
procedures,83,multiple
registers,12,multiple
contract,554,multiple
overseen,11,multiple
sued,29,multiple
details,494,multiple
studying,53,multiple
provider,106,multiple
stand,151,multiple
built,280,multiple
cover,201,multiple
intended,110,multiple
everyone,147,multiple
desirable,18,multiple
familiar,78,multiple
essential,84,multiple
reached,396,multiple
hyde,9,multiple
finance,856,multiple
jobs,491,multiple
headed,124,multiple
old,277,multiple
initiative,62,multiple
debated,18,multiple
specific,189,multiple
underwrite,20,multiple
word,111,multiple
alternatives,48,multiple
competing,113,multiple
fought,87,multiple
contentious,32,multiple
someone,97,multiple
source,804,multiple
lead,382,multiple
scrap,68,multiple
derive,15,multiple
whole,372,multiple
content,151,multiple
share,3763,multiple
multiple,65,multiple
league,155,multiple
goods,268,multiple
reisner,6,AaronPressman
arguments,52,multiple
gov,14,multiple
recommendations,54,multiple
taxes,162,multiple
justices,9,multiple
chairwoman,8,multiple
attended,49,multiple
person,108,multiple
1982,38,multiple
appeals,84,multiple
governors,12,multiple
oecd,22,multiple
helpful,16,multiple
night,225,multiple
evslin,9,multiple
schrader,6,AaronPressman
psinet,8,multiple
copyright,69,multiple
curve,20,multiple
infringement,22,multiple
valenti,35,multiple
same-old,6,AaronPressman
co,601,multiple
fasb,5,AaronPressman
discourage,19,multiple
organization,53,multiple
makes,430,multiple
'm,280,multiple
dispute,217,multiple
coming,461,multiple
complaints,80,multiple
denied,228,multiple
manage,107,multiple
model,220,multiple
21,261,multiple
won,344,multiple
highly,236,multiple
bits,14,multiple
point,480,multiple
sends,15,multiple
points,674,multiple
continues,229,multiple
hardware,112,multiple
automatically,25,multiple
procedure,70,multiple
appear,131,multiple
settlement,178,multiple
file,69,multiple
life,774,multiple
takes,236,multiple
huge,581,multiple
relaxed,33,multiple
cold,105,multiple
munitions,10,multiple
competitive,506,multiple
affairs,212,multiple
vermont,6,multiple
vital,107,multiple
citicorp,33,multiple
amendments,33,multiple
september,698,multiple
pace,158,multiple
individual,271,multiple
text,89,multiple
obtain,62,multiple
hearings,23,multiple
mergers,256,multiple
fourth,697,multiple
significantly,169,multiple
result,712,multiple
advisory,101,multiple
portfolio,174,multiple
overall,459,multiple
effective,135,multiple
started,351,multiple
spies,9,multiple
generals,11,multiple
november,623,multiple
remove,73,multiple
possibly,179,multiple
division,446,multiple
louis,105,multiple
jerry,23,multiple
aware,89,multiple
organizations,20,multiple
correct,57,multiple
1999,190,multiple
delayed,141,multiple
date,246,multiple
establishes,11,multiple
requirement,50,multiple
coded,7,multiple
escrow,7,multiple
close,1120,multiple
pending,84,multiple
applications,213,multiple
customer,382,multiple
automated,31,multiple
cents,1202,multiple
practice,110,multiple
12,632,multiple
followed,291,multiple
prohibition,8,multiple
6,229,multiple
chosen,143,multiple
95,242,multiple
rapidly,145,multiple
payment,189,multiple
particular,151,multiple
regulate,34,multiple
implementation,55,multiple
removing,42,multiple
else,115,multiple
preliminary,124,multiple
establish,117,multiple
course,209,multiple
ultimately,74,multiple
signal,114,multiple
depression,13,multiple
crash,104,multiple
offering,389,multiple
substantially,85,multiple
drafting,19,multiple
ad,49,multiple
hoc,7,multiple
matter,226,multiple
biggest,976,multiple
estimated,530,multiple
basis,393,multiple
exceeded,60,multiple
raising,160,multiple
steve,90,multiple
why,231,multiple
indicate,55,multiple
your,170,multiple
unit,910,multiple
coordinator,10,multiple
arts,26,multiple
resolving,41,multiple
parties,229,multiple
responsible,149,multiple
route,162,multiple
adminstration,8,multiple
va.-based,59,multiple
reforming,19,multiple
gave,362,multiple
worldnet,25,multiple
means,343,multiple
technological,33,multiple
scope,79,multiple
influential,87,multiple
chicago,361,multiple
favored,20,multiple
brookings,5,AaronPressman
composed,15,multiple
easy,112,multiple
excluded,35,multiple
community,231,multiple
freedom,160,multiple
scientist,32,multiple
version,210,multiple
write,118,multiple
peter,303,multiple
harter,5,AaronPressman
delivered,121,multiple
conclusions,32,multiple
differences,115,multiple
creating,149,multiple
drew,70,multiple
diversified,49,multiple
enter,180,multiple
complete,280,multiple
exemption,13,multiple
written,116,multiple
60-year-old,8,multiple
complained,102,multiple
left,408,multiple
things,407,multiple
wholesale,62,multiple
deposits,189,multiple
language,116,multiple
operate,192,multiple
fear,145,multiple
july,774,multiple
sale,876,multiple
bulk,116,multiple
city,690,multiple
quell,16,multiple
designations,5,AaronPressman
edu,5,AaronPressman
aspects,43,multiple
cases,249,multiple
contracts,344,multiple
off-exchange,5,AaronPressman
resolve,122,multiple
introduce,110,multiple
41,78,multiple
outside,483,multiple
acting,63,multiple
coding,8,multiple
real-time,15,multiple
tremendous,64,multiple
non-banking,5,AaronPressman
lifting,42,multiple
adopt,59,multiple
countered,13,multiple
rhode,7,multiple
island,238,multiple
criticized,18,multiple
1993,292,multiple
lauch,5,multiple
questioned,92,multiple
concluded,77,multiple
connecticut,5,multiple
municipal,27,multiple
opened,263,multiple
opponent,18,multiple
granted,106,multiple
defended,76,multiple
impact,574,multiple
women,105,multiple
show,616,multiple
regulates,20,multiple
carrying,100,multiple
suit,164,multiple
increasing,329,multiple
remains,352,multiple
pike,6,multiple
northern,655,multiple
bytes,11,multiple
due,1101,multiple
mae,4,AaronPressman
managed,190,multiple
backbone,22,multiple
trillion,171,multiple
fail,60,multiple
13,325,multiple
networking,129,multiple
congestion,23,multiple
developing,268,multiple
locations,58,multiple
moment,184,multiple
university,228,multiple
paying,209,multiple
transfer,164,multiple
actually,129,multiple
corporations,88,multiple
pro-code,4,AaronPressman
sold,587,multiple
high-tech,61,multiple
overseas,407,multiple
pat,9,multiple
tough,314,multiple
rely,53,multiple
arguing,46,multiple
changing,131,multiple
showed,436,multiple
60,415,multiple
expect,919,multiple
steps,174,multiple
helped,340,multiple
her,512,multiple
list,271,multiple
accept,141,multiple
release,333,multiple
jonah,4,AaronPressman
vento,4,AaronPressman
provided,168,multiple
manhattan,22,multiple
acquire,189,multiple
merged,127,multiple
modest,109,multiple
book,147,multiple
barred,37,multiple
careful,46,multiple
signs,232,multiple
consider,319,multiple
50,834,multiple
statistics,93,multiple
health,505,multiple
role,417,multiple
compared,785,multiple
passage,39,multiple
either,242,multiple
towards,226,multiple
toward,189,multiple
testify,21,multiple
1900,10,multiple
referred,60,multiple
believe,566,multiple
pose,36,multiple
thrift,16,multiple
deadline,255,multiple
responses,21,multiple
strongest,78,multiple
destroy,37,multiple
undersecretary,14,multiple
buy,992,multiple
encrypt,6,multiple
machine,134,multiple
23,249,multiple
risen,132,multiple
banned,137,multiple
similar,361,multiple
cirrus,6,multiple
prices,1939,multiple
